"","team_id","team_name","team_minutes","team_fgm","team_fga","team_fgpct","team_three_fgm","team_three_fga","team_three_fgpct","team_ft","team_fta","team_ftpct","team_pts","team_ptsavg","team_offreb","team_defreb","team_totreb","team_rebavg","team_ast","team_to","team_stl","team_blk","team_fouls","team_dbldbl","team_trpdbl","opp_team_minutes","opp_team_fgm","opp_team_fga","opp_team_fgpct","opp_team_three_fgm","opp_team_three_fga","opp_team_three_fgpct","opp_team_ft","opp_team_fta","opp_team_ftpct","opp_team_pts","opp_team_ptsavg","opp_team_offreb","opp_team_defreb","opp_team_totreb","opp_team_rebavg","opp_team_ast","opp_team_to","opp_team_stl","opp_team_blk","opp_team_fouls","opp_team_dbldbl","opp_team_trpdbl","team_ast_to","team_home_avg_ptsdiff","team_away_avg_ptsdiff","team_avg_ptsdiff","team_home_wins","team_home_losses","team_away_wins","team_away_losses","team_wins","team_losses","winpct","C_points","F_points","G_points","Jr","C_avg_height","F_avg_height","G_avg_height","opp_home_avg_ptsdiff","opp_home_wins","opp_home_losses","opp_away_avg_ptsdiff","opp_away_wins","opp_away_losses","opp_avg_ptsdiff","opp_wins","opp_losses"
"14",660,"SIUE",6399.98333333333,794,1898,41.83,201,665,30.23,476,677,70.31,2265,73.06,351,731,1082,34.9,382,438,198,70,612,20,31,768000,893,1814,49.23,249,675,36.89,485,691,70.19,2520,81.29,288,874,1162,37.48,469,441,222,93,592,20,0,0.872146118721461,-2.47058823529412,-15.2142857142857,-8.84243697478992,8,9,2,12,10,21,0.32258064516129,23,667,1575,0,82,79,72.8888888888889,2.47058823529412,8,9,15.2142857142857,2,12,7.32608695652174,10,21
"15",667,"Southern Utah",6474.98333333333,838,1887,44.41,260,752,34.57,490,686,71.43,2426,75.81,273,890,1163,36.34,404,438,192,103,661,5,32,776880,817,1890,43.23,267,739,36.13,522,733,71.21,2423,75.72,288,876,1164,36.38,413,425,213,118,637,5,0,0.922374429223744,8.42857142857143,-6.23529411764706,1.09663865546218,11,3,5,12,16,15,0.516129032258065,77,1132,1217,0,83,65.6666666666667,74.8,-5.125,11,3,6.7,5,12,0.481481481481482,16,15
"16",665,"Southern U.",6424,752,1710,43.98,180,544,33.09,393,588,66.84,2077,64.91,316,665,981,30.66,372,510,216,86,716,3,32,770939,792,1648,48.06,219,591,37.06,557,807,69.02,2360,73.75,327,740,1067,33.34,410,489,203,106,565,3,0,0.729411764705882,3.4,-14.8421052631579,-5.72105263157895,6,4,1,18,7,22,0.241379310344828,0,817,1260,0,0,80,73.6363636363636,NA,6,4,NA,1,18,NA,7,22
"17",664,"Southern Miss.",6449.98333333333,877,1876,46.75,265,683,38.8,307,469,65.46,2326,72.69,274,877,1151,35.97,540,338,248,109,496,3,32,774120,727,1822,39.9,278,845,32.9,336,524,64.12,2068,64.62,324,816,1140,35.62,390,426,176,92,466,3,0,1.59763313609467,16.0625,0.0625,8.0625,12,4,8,8,20,12,0.625,18,515,1793,0,48,79.5,74.6,-12.8181818181818,12,4,-0.892857142857143,8,8,-7.15942028985507,20,12
"18",363,"Longwood",6578,742,1755,42.28,302,878,34.4,442,605,73.06,2228,69.62,275,858,1133,35.41,364,459,198,68,591,4,32,789240,748,1818,41.14,302,900,33.56,443,585,75.73,2243,70.09,284,815,1099,34.34,426,412,186,106,563,4,0,0.793028322440087,5.5,-5.26666666666667,0.116666666666667,9,5,4,11,13,16,0.448275862068966,0,932,1296,0,0,79,73.7142857142857,-5.5,9,5,NA,4,11,NA,13,16
"19",669,"Missouri St.",6424.98333333333,774,1714,45.16,224,649,34.51,434,627,69.22,2206,68.94,271,729,1000,31.25,354,385,221,127,542,5,32,771120,749,1656,45.23,240,610,39.34,419,585,71.62,2157,67.41,247,766,1013,31.66,389,460,183,96,595,5,0,0.919480519480519,9.05882352941176,-6.28571428571429,1.38655462184874,12,5,4,10,16,15,0.516129032258065,14,836,1356,0,83,80,76,-9.15625,12,5,NA,4,10,NA,16,15
"20",361,"LIU Brooklyn",6424.98333333333,822,1880,43.72,277,813,34.07,452,643,70.3,2373,74.16,329,867,1196,37.38,430,472,218,157,610,17,32,771120,823,1944,42.34,209,634,32.97,482,680,70.88,2337,73.03,362,829,1191,37.22,402,436,221,119,591,17,0,0.911016949152542,6.28571428571429,-2.88888888888889,1.6984126984127,9,5,7,11,16,16,0.5,30,759,1584,0,82.5,80,73.8571428571429,-6.28571428571429,9,5,3.25,7,11,-0.682539682539683,16,16
"21",366,"Louisiana Tech",6675,840,1928,43.57,253,756,33.47,453,690,65.65,2386,72.3,368,835,1203,36.45,440,385,190,115,535,4,33,801000,804,1882,42.72,245,737,33.24,382,555,68.83,2235,67.73,322,853,1175,35.61,453,439,185,114,612,4,0,1.14285714285714,10.8823529411765,-2.125,4.37867647058824,16,1,4,12,20,13,0.606060606060606,1,1147,1238,0,82,78.8333333333333,74.2,-11.625,16,1,1.84615384615385,4,12,-5.81410256410256,20,13
"22",367,"Louisville",6699.98333333333,828,1908,43.4,285,834,34.17,519,670,77.46,2460,74.55,338,924,1262,38.24,442,409,147,98,570,27,33,803939,790,1950,40.51,228,720,31.67,430,617,69.69,2238,67.82,321,820,1141,34.58,382,375,193,114,637,27,0,1.08068459657702,10.5263157894737,3.23076923076923,6.87854251012146,15,4,5,8,20,12,0.625,307,1317,836,0,82,78.8333333333333,72.8333333333333,-10.1111111111111,15,4,-3.16666666666667,5,8,-8.7051282051282,20,12
"23",365,"LSU",6575,912,1975,46.18,219,678,32.3,561,744,75.4,2604,81.38,432,809,1241,38.78,420,423,291,138,598,1,32,789000,821,1884,43.58,251,736,34.1,444,645,68.84,2337,73.03,353,725,1078,33.69,363,480,210,95,631,1,0,0.99290780141844,10.5,4.33333333333333,7.41666666666667,14,4,10,2,24,6,0.8,0,1067,1537,0,0,80.25,75.1428571428571,NA,14,4,-4.33333333333333,10,2,NA,24,6
"24",30024,"Utah Valley",6600,879,1812,48.51,268,697,38.45,522,720,72.5,2548,77.21,290,893,1183,35.85,455,447,192,83,580,23,33,792000,831,1948,42.66,247,702,35.19,415,579,71.68,2324,70.42,301,753,1054,31.94,424,391,224,89,655,23,0,1.0178970917226,13.2941176470588,-0.125,6.58455882352941,15,2,9,7,24,9,0.727272727272727,449,323,1776,0,83,81.5,75.625,-14.1666666666667,15,2,0.125,9,7,-6.5,24,9
"25",2678,"Ark.-Pine Bluff",6499.98333333333,719,1685,42.67,194,574,33.8,476,702,67.81,2108,65.88,320,743,1063,33.22,365,478,216,109,629,2,32,780000,779,1713,45.48,201,566,35.51,510,756,67.46,2269,70.91,322,768,1090,34.06,434,442,240,106,608,2,0,0.763598326359833,6.22222222222222,-11.55,-2.66388888888889,7,2,4,16,11,18,0.379310344827586,0,508,1079,0,0,79,73,NA,7,2,NA,4,16,NA,11,18
"26",1320,"Presbyterian",6625.98333333333,888,1971,45.05,361,945,38.2,464,637,72.84,2601,78.82,311,835,1146,34.73,518,326,193,67,566,4,33,795179,837,1869,44.78,283,796,35.55,432,618,69.9,2389,72.39,297,863,1160,35.15,416,444,152,84,548,4,0,1.58895705521472,18.2666666666667,-3.44444444444444,7.41111111111111,12,3,6,12,18,15,0.545454545454545,52,819,1730,0,81,80,73.3,-11.6944444444444,12,3,3.35294117647059,6,12,-2.81818181818182,18,15
"27",786,"William & Mary",6324.98333333333,841,1773,47.43,254,735,34.56,385,576,66.84,2321,74.87,256,803,1059,34.16,529,392,158,146,517,21,31,758939,852,1862,45.76,255,682,37.39,426,559,76.21,2385,76.94,281,779,1060,34.19,413,339,209,83,519,21,0,1.34948979591837,2.85714285714286,-6.1875,-1.66517857142857,9,5,5,11,14,16,0.466666666666667,0,1237,1084,0,0,79.5,76.125,NA,9,5,6.1875,5,11,NA,14,16
